,Unnamed: 0,DOI,Journal,Type,Title,Publish_Time,Issue_Time,Co_Author,Author,Rank,Nationality,Abs_country,Abs_GPE,Abs_LOC,Nationality_clean,country_code,region_code,GPE,NORP,LOC,ORG,LANG
585,585,https://doi.org/10.7183/0002-7316.80.4.671,American Antiquity,Articles,"dry creek revisited: new excavations, radiocarbon dates, and site formation inform on the peopling of eastern beringia",20 January 2017, July 2015,True,Lyndsay M. DiPietro,Other,United States of America,[],['Alaska' 'Beringia' 'Nenana' 'Dry Creek'],['Dry Creek' 'the Nenana Valley'],United States,US,NA,,,"['dry creek', 'beringia']",,
586,586,https://doi.org/10.7183/0002-7316.80.4.671,American Antiquity,Articles,"dry creek revisited: new excavations, radiocarbon dates, and site formation inform on the peopling of eastern beringia",20 January 2017, July 2015,True,Kathryn E. Krasinski,Other,United States of America,[],['Alaska' 'Beringia' 'Nenana' 'Dry Creek'],['Dry Creek' 'the Nenana Valley'],United States,US,NA,,,"['dry creek', 'beringia']",,
587,587,https://doi.org/10.7183/0002-7316.80.4.671,American Antiquity,Articles,"dry creek revisited: new excavations, radiocarbon dates, and site formation inform on the peopling of eastern beringia",20 January 2017, July 2015,True,Angela K. Gore,Other,United States of America,[],['Alaska' 'Beringia' 'Nenana' 'Dry Creek'],['Dry Creek' 'the Nenana Valley'],United States,US,NA,,,"['dry creek', 'beringia']",,
588,588,https://doi.org/10.7183/0002-7316.80.4.671,American Antiquity,Articles,"dry creek revisited: new excavations, radiocarbon dates, and site formation inform on the peopling of eastern beringia",20 January 2017, July 2015,True,Heather L. Smith,Other,United States of America,[],['Alaska' 'Beringia' 'Nenana' 'Dry Creek'],['Dry Creek' 'the Nenana Valley'],United States,US,NA,,,"['dry creek', 'beringia']",,
589,589,https://doi.org/10.7183/0002-7316.80.4.671,American Antiquity,Articles,"dry creek revisited: new excavations, radiocarbon dates, and site formation inform on the peopling of eastern beringia",20 January 2017, July 2015,True,Brendan J. Culleton,Other,United States of America,[],['Alaska' 'Beringia' 'Nenana' 'Dry Creek'],['Dry Creek' 'the Nenana Valley'],United States,US,NA,,,"['dry creek', 'beringia']",,
590,590,https://doi.org/10.7183/0002-7316.80.4.671,American Antiquity,Articles,"dry creek revisited: new excavations, radiocarbon dates, and site formation inform on the peopling of eastern beringia",20 January 2017, July 2015,True,Douglas J. Kennett,Other,United States of America,[],['Alaska' 'Beringia' 'Nenana' 'Dry Creek'],['Dry Creek' 'the Nenana Valley'],United States,US,NA,,,"['dry creek', 'beringia']",,
591,591,https://doi.org/10.7183/0002-7316.80.4.671,American Antiquity,Articles,"dry creek revisited: new excavations, radiocarbon dates, and site formation inform on the peopling of eastern beringia",20 January 2017, July 2015,True,David Rhode,Communication,United States of America,[],['Alaska' 'Beringia' 'Nenana' 'Dry Creek'],['Dry Creek' 'the Nenana Valley'],United States,US,NA,,,"['dry creek', 'beringia']",,
592,592,https://doi.org/10.7183/0002-7316.80.4.695,American Antiquity,Articles,placing refuge and the archaeology of indigenous hinterlands in colonial california,20 January 2017, July 2015,False,Tsim D. Schneider,First,United States of America,[],['California'],['North America' 'the San Francisco Bay area'],United States,US,NA,['california'],,,,
593,593,https://doi.org/10.7183/0002-7316.80.4.714,American Antiquity,Articles,differing patterns of material culture intergroup variation on the high plains: quantitative analyses of parfleche characteristics vs. moccasin decoration,20 January 2017, July 2015,False,Stephen J. Lycett,First,United States of America,[],[],[],United States,US,NA,,,['the high plains'],,
594,594,https://doi.org/10.7183/0002-7316.80.3.429,American Antiquity,Articles,"war and defense on cerros de trincheras in sonora, méxico",20 January 2017, July 2015,True,Randall H. McGuire,First,United States of America,[],['Sonora' 'México' 'Sonora' 'New Zealand Maori'],[],United States,US,NA,"['sonora', 'méxico']",,,,
595,595,https://doi.org/10.7183/0002-7316.80.3.429,American Antiquity,Articles,"war and defense on cerros de trincheras in sonora, méxico",20 January 2017, July 2015,True,Maria Elisa Villalpando,Communication,Mexico,[],['Sonora' 'México' 'Sonora' 'New Zealand Maori'],[],Mexico,MX,NA,"['sonora', 'méxico']",,,,
596,596,https://doi.org/10.7183/0002-7316.80.3.451,American Antiquity,Articles,"kin groups and social power at the harris site, southwestern new mexico",20 January 2017, July 2015,True,Barbara J. Roth,First,United States of America,[],['New Mexico'],['the Mimbres River Valley'],United States,US,NA,,,['southwestern new mexico'],,
597,597,https://doi.org/10.7183/0002-7316.80.3.451,American Antiquity,Articles,"kin groups and social power at the harris site, southwestern new mexico",20 January 2017, July 2015,True,Kathryn M. Baustian,Communication,United States of America,[],['New Mexico'],['the Mimbres River Valley'],United States,US,NA,,,['southwestern new mexico'],,
598,598,https://doi.org/10.7183/0002-7316.80.3.472,American Antiquity,Articles,crossing comb ridge: pottery production and procurement among southeast utah great house communities,20 January 2017, July 2015,True,Donna M. Glowacki,First,United States of America,[],['Utah' 'Chaco'],['Comb Ridge'],United States,US,NA,,,"['comb ridge', 'southeast utah']",,
599,599,https://doi.org/10.7183/0002-7316.80.3.472,American Antiquity,Articles,crossing comb ridge: pottery production and procurement among southeast utah great house communities,20 January 2017, July 2015,True,Jeffrey R. Ferguson,Other,United States of America,[],['Utah' 'Chaco'],['Comb Ridge'],United States,US,NA,,,"['comb ridge', 'southeast utah']",,
600,600,https://doi.org/10.7183/0002-7316.80.3.472,American Antiquity,Articles,crossing comb ridge: pottery production and procurement among southeast utah great house communities,20 January 2017, July 2015,True,Winston Hurst,Other,United States of America,[],['Utah' 'Chaco'],['Comb Ridge'],United States,US,NA,,,"['comb ridge', 'southeast utah']",,
601,601,https://doi.org/10.7183/0002-7316.80.3.472,American Antiquity,Articles,crossing comb ridge: pottery production and procurement among southeast utah great house communities,20 January 2017, July 2015,True,Catherine M. Cameron,Communication,United States of America,[],['Utah' 'Chaco'],['Comb Ridge'],United States,US,NA,,,"['comb ridge', 'southeast utah']",,
602,602,https://doi.org/10.7183/0002-7316.80.3.492,American Antiquity,Articles,revisiting hohokam paleodemography,20 January 2017, July 2015,False,John A. McClelland,First,United States of America,[],[],['Southern Arizona' 'the Phoenix Basin'],United States,US,NA,['hohokam'],,,,
603,603,https://doi.org/10.7183/0002-7316.80.3.511,American Antiquity,Articles,"envisioning colonial landscapes using mission registers, radiocarbon, and stable isotopes: an experimental approach from san francisco bay",20 January 2017, July 2015,False,Tsim D. Schneider,First,United States of America,[],['Coast Miwok' 'California' 'Coast Miwok'],['San Francisco Bay' 'North America'],United States,US,NA,['san francisco bay'],,,,
605,605,https://doi.org/10.7183/0002-7316.80.3.548,American Antiquity,Articles,"glass is heavy, too: testing the field-processing model at the modena obsidian quarry, lincoln county, southeastern nevada",20 January 2017, July 2015,False,Michael J. Shott,First,United States of America,[],[],['the Great Basin'],United States,US,NA,"['lincoln county', 'nevada']",,,,
606,606,https://doi.org/10.7183/0002-7316.80.3.571,American Antiquity,Articles,john beach rinaldo: quintessential culture historian,20 January 2017, July 2015,False,Stephen E. Nash,First,United States of America,[],['New Mexico' 'Arizona'],[],United States,US,NA,,,,,
607,607,https://doi.org/10.7183/0002-7316.80.2.215,American Antiquity,Articles,sight communities: the social significance of shared visual landmarks,20 January 2017, April 2015,True,Wesley Bernardini,First,United States of America,[],[],[],United States,US,NA,,,,,
608,608,https://doi.org/10.7183/0002-7316.80.2.215,American Antiquity,Articles,sight communities: the social significance of shared visual landmarks,20 January 2017, April 2015,True,Matthew A. Peeples,Communication,United States of America,[],[],[],United States,US,NA,,,,,
609,609,https://doi.org/10.7183/0002-7316.80.2.236,American Antiquity,Articles,ancient shellfish mariculture on the northwest coast of north america,20 January 2017, April 2015,True,Dana Lepofsky,First,Canada,[],['British Columbia'],['Northwest Coast'],Canada,CA,NA,,,['the northwest coast of north america'],,
610,610,https://doi.org/10.7183/0002-7316.80.2.236,American Antiquity,Articles,ancient shellfish mariculture on the northwest coast of north america,20 January 2017, April 2015,True,Nicole F. Smith,Other,Canada,[],['British Columbia'],['Northwest Coast'],Canada,CA,NA,,,['the northwest coast of north america'],,
611,611,https://doi.org/10.7183/0002-7316.80.2.236,American Antiquity,Articles,ancient shellfish mariculture on the northwest coast of north america,20 January 2017, April 2015,True,Nathan Cardinal,Other,Canada,[],['British Columbia'],['Northwest Coast'],Canada,CA,NA,,,['the northwest coast of north america'],,
612,612,https://doi.org/10.7183/0002-7316.80.2.236,American Antiquity,Articles,ancient shellfish mariculture on the northwest coast of north america,20 January 2017, April 2015,True,John Harper,Other,Canada,[],['British Columbia'],['Northwest Coast'],Canada,CA,NA,,,['the northwest coast of north america'],,
613,613,https://doi.org/10.7183/0002-7316.80.2.236,American Antiquity,Articles,ancient shellfish mariculture on the northwest coast of north america,20 January 2017, April 2015,True,Mary Morris,Other,Canada,[],['British Columbia'],['Northwest Coast'],Canada,CA,NA,,,['the northwest coast of north america'],,
614,614,https://doi.org/10.7183/0002-7316.80.2.236,American Antiquity,Articles,ancient shellfish mariculture on the northwest coast of north america,20 January 2017, April 2015,True,Gitla (Elroy White),Other,Canada,[],['British Columbia'],['Northwest Coast'],Canada,CA,NA,,,['the northwest coast of north america'],,
615,615,https://doi.org/10.7183/0002-7316.80.2.236,American Antiquity,Articles,ancient shellfish mariculture on the northwest coast of north america,20 January 2017, April 2015,True,Randy Bouchard,Other,Canada,[],['British Columbia'],['Northwest Coast'],Canada,CA,NA,,,['the northwest coast of north america'],,
616,616,https://doi.org/10.7183/0002-7316.80.2.236,American Antiquity,Articles,ancient shellfish mariculture on the northwest coast of north america,20 January 2017, April 2015,True,Dorothy I.D. Kennedy,Other,Canada,[],['British Columbia'],['Northwest Coast'],Canada,CA,NA,,,['the northwest coast of north america'],,
617,617,https://doi.org/10.7183/0002-7316.80.2.236,American Antiquity,Articles,ancient shellfish mariculture on the northwest coast of north america,20 January 2017, April 2015,True,Anne K. Salomon,Other,Canada,[],['British Columbia'],['Northwest Coast'],Canada,CA,NA,,,['the northwest coast of north america'],,
618,618,https://doi.org/10.7183/0002-7316.80.2.236,American Antiquity,Articles,ancient shellfish mariculture on the northwest coast of north america,20 January 2017, April 2015,True,Michelle Puckett,Other,Canada,[],['British Columbia'],['Northwest Coast'],Canada,CA,NA,,,['the northwest coast of north america'],,
619,619,https://doi.org/10.7183/0002-7316.80.2.236,American Antiquity,Articles,ancient shellfish mariculture on the northwest coast of north america,20 January 2017, April 2015,True,Kirsten Rowell,Communication,United States of America,[],['British Columbia'],['Northwest Coast'],United States,US,NA,,,['the northwest coast of north america'],,
620,620,https://doi.org/10.7183/0002-7316.80.2.260,American Antiquity,Articles,trempealeau entanglements: an ancient colony's causes and effects,20 January 2017, April 2015,True,Timothy R. Pauketat,First,United States of America,[],['Wisconsin' 'Cahokia'],['the Upper Mississippi Valley' 'the Mississippi River'],United States,US,NA,,,,,
621,621,https://doi.org/10.7183/0002-7316.80.2.260,American Antiquity,Articles,trempealeau entanglements: an ancient colony's causes and effects,20 January 2017, April 2015,True,Robert F. Boszhardt,Other,United States of America,[],['Wisconsin' 'Cahokia'],['the Upper Mississippi Valley' 'the Mississippi River'],United States,US,NA,,,,,
622,622,https://doi.org/10.7183/0002-7316.80.2.260,American Antiquity,Articles,trempealeau entanglements: an ancient colony's causes and effects,20 January 2017, April 2015,True,Danielle M. Benden,Communication,United States of America,[],['Wisconsin' 'Cahokia'],['the Upper Mississippi Valley' 'the Mississippi River'],United States,US,NA,,,,,
623,623,https://doi.org/10.7183/0002-7316.80.2.290,American Antiquity,Articles,forager interactions on the edge of the early mississippian world: neutron activation analysis of ocmulgee and st. johns pottery,20 January 2017, April 2015,True,Keith Ashley,First,United States of America,['Georgia'],['Florida' 'Ocmulgee' 'Georgia' 'St. Johns'],[],United States,US,NA,,['mississippian'],,,
624,624,https://doi.org/10.7183/0002-7316.80.2.290,American Antiquity,Articles,forager interactions on the edge of the early mississippian world: neutron activation analysis of ocmulgee and st. johns pottery,20 January 2017, April 2015,True,Neill J. Wallis,Other,United States of America,['Georgia'],['Florida' 'Ocmulgee' 'Georgia' 'St. Johns'],[],United States,US,NA,,['mississippian'],,,
625,625,https://doi.org/10.7183/0002-7316.80.2.290,American Antiquity,Articles,forager interactions on the edge of the early mississippian world: neutron activation analysis of ocmulgee and st. johns pottery,20 January 2017, April 2015,True,Michael D. Glascock,Communication,United States of America,['Georgia'],['Florida' 'Ocmulgee' 'Georgia' 'St. Johns'],[],United States,US,NA,,['mississippian'],,,
626,626,https://doi.org/10.7183/0002-7316.80.2.312,American Antiquity,Articles,"technical requirements and technical choices in pottery production: a view from the middle balsas region of guerrero, mexico",20 January 2017, April 2015,False,Jennifer L. Meanwell,First,United States of America,['Mexico' '300'],['Guerrero' 'Mexico' 'B.C.'],['the Middle Balsas Region of' 'the Middle Balsas Region'],United States,US,NA,"['guerrero', 'mexico']",,['middle balsas region'],,
627,627,https://doi.org/10.7183/0002-7316.80.2.332,American Antiquity,Articles,revisiting the role of caves and rockshelters in the hunter-gatherer taskscape of the archaic midsouth,20 January 2017, April 2015,False,Lara Homsey-Messer,First,United States of America,[],['Middle Archaic'],['the American Midsouth' 'Midsouth'],United States,US,NA,,,,,
628,628,https://doi.org/10.7183/0002-7316.80.2.353,American Antiquity,Articles,unpacking personhood and funerary customs in the hohokam area of southern arizona,20 January 2017, April 2015,False,Jessica I. Cerezo-Román,First,United States of America,['10'],['Arizona'],['Tucson Basin' 'Preclassic'],United States,US,NA,"['hohokam', 'arizona']",,,,
629,629,https://doi.org/10.7183/0002-7316.79.4.3,American Antiquity,Articles,multiscalar perspectives on social networks in the late prehispanic southwest,20 January 2017, January 2015,True,Barbara J. Mills,First,United States of America,[],['U.S.'],['Southwest' 'Southwest'],United States,US,NA,,['prehispanic'],['southwest'],,
630,630,https://doi.org/10.7183/0002-7316.79.4.3,American Antiquity,Articles,multiscalar perspectives on social networks in the late prehispanic southwest,20 January 2017, January 2015,True,Matthew A. Peeples,Other,United States of America,[],['U.S.'],['Southwest' 'Southwest'],United States,US,NA,,['prehispanic'],['southwest'],,
631,631,https://doi.org/10.7183/0002-7316.79.4.3,American Antiquity,Articles,multiscalar perspectives on social networks in the late prehispanic southwest,20 January 2017, January 2015,True,W. Randall Haas  Jr.,Other,United States of America,[],['U.S.'],['Southwest' 'Southwest'],United States,US,NA,,['prehispanic'],['southwest'],,
632,632,https://doi.org/10.7183/0002-7316.79.4.3,American Antiquity,Articles,multiscalar perspectives on social networks in the late prehispanic southwest,20 January 2017, January 2015,True,Lewis Borck,Other,United States of America,[],['U.S.'],['Southwest' 'Southwest'],United States,US,NA,,['prehispanic'],['southwest'],,
633,633,https://doi.org/10.7183/0002-7316.79.4.3,American Antiquity,Articles,multiscalar perspectives on social networks in the late prehispanic southwest,20 January 2017, January 2015,True,Jeffery J. Clark,Other,United States of America,[],['U.S.'],['Southwest' 'Southwest'],United States,US,NA,,['prehispanic'],['southwest'],,
634,634,https://doi.org/10.7183/0002-7316.79.4.3,American Antiquity,Articles,multiscalar perspectives on social networks in the late prehispanic southwest,20 January 2017, January 2015,True,John M. Roberts  Jr.,Communication,United States of America,[],['U.S.'],['Southwest' 'Southwest'],United States,US,NA,,['prehispanic'],['southwest'],,
635,635,https://doi.org/10.7183/0002-7316.79.4.25,American Antiquity,Articles,the lives of painted bowls at ancestral pueblos in east-central arizona,20 January 2017, January 2015,True,Scott Van Keuren,First,United States of America,[],['Arizona'],[],United States,US,NA,['arizona'],,,,
636,636,https://doi.org/10.7183/0002-7316.79.4.25,American Antiquity,Articles,the lives of painted bowls at ancestral pueblos in east-central arizona,20 January 2017, January 2015,True,Grace E. Cameron,Communication,United States of America,[],['Arizona'],[],United States,US,NA,['arizona'],,,,
637,637,https://doi.org/10.7183/0002-7316.79.4.46,American Antiquity,Articles,geographic information system modeling of de soto’s route from joara to chiaha: archaeology and anthropology of southeastern road networks in the sixteenth century,20 January 2017, January 2015,True,Kathryn Sampeck,First,United States of America,[],['Tennessee' 'Coosa'],['de Soto'],United States,US,NA,"['joara', 'chiaha']",,,,
638,638,https://doi.org/10.7183/0002-7316.79.4.46,American Antiquity,Articles,geographic information system modeling of de soto’s route from joara to chiaha: archaeology and anthropology of southeastern road networks in the sixteenth century,20 January 2017, January 2015,True,Jonathan Thayn,Other,United States of America,[],['Tennessee' 'Coosa'],['de Soto'],United States,US,NA,"['joara', 'chiaha']",,,,
639,639,https://doi.org/10.7183/0002-7316.79.4.46,American Antiquity,Articles,geographic information system modeling of de soto’s route from joara to chiaha: archaeology and anthropology of southeastern road networks in the sixteenth century,20 January 2017, January 2015,True,Howard H. Earnest  Jr.,Communication,United States of America,[],['Tennessee' 'Coosa'],['de Soto'],United States,US,NA,"['joara', 'chiaha']",,,,
640,640,https://doi.org/10.7183/0002-7316.79.4.67,American Antiquity,Articles,"labor costs for prehistoric earthwork construction: experimental and archaeological insights from the lower yangzi basin, china",20 January 2017, January 2015,True,Liye Xie,First,Canada,[],[],[],Canada,CA,NA,['china'],,['the lower yangzi basin'],,
641,641,https://doi.org/10.7183/0002-7316.79.4.67,American Antiquity,Articles,"labor costs for prehistoric earthwork construction: experimental and archaeological insights from the lower yangzi basin, china",20 January 2017, January 2015,True,Steven L. Kuhn,Other,United States of America,[],[],[],United States,US,NA,['china'],,['the lower yangzi basin'],,
642,642,https://doi.org/10.7183/0002-7316.79.4.67,American Antiquity,Articles,"labor costs for prehistoric earthwork construction: experimental and archaeological insights from the lower yangzi basin, china",20 January 2017, January 2015,True,Guoping Sun,Other,China,[],[],[],China,CN,AS,['china'],,['the lower yangzi basin'],,
643,643,https://doi.org/10.7183/0002-7316.79.4.67,American Antiquity,Articles,"labor costs for prehistoric earthwork construction: experimental and archaeological insights from the lower yangzi basin, china",20 January 2017, January 2015,True,John W. Olsen,Other,United States of America,[],[],[],United States,US,NA,['china'],,['the lower yangzi basin'],,
644,644,https://doi.org/10.7183/0002-7316.79.4.67,American Antiquity,Articles,"labor costs for prehistoric earthwork construction: experimental and archaeological insights from the lower yangzi basin, china",20 January 2017, January 2015,True,Yunfei Zheng,Other,China,[],[],[],China,CN,AS,['china'],,['the lower yangzi basin'],,
645,645,https://doi.org/10.7183/0002-7316.79.4.67,American Antiquity,Articles,"labor costs for prehistoric earthwork construction: experimental and archaeological insights from the lower yangzi basin, china",20 January 2017, January 2015,True,Pin Ding,Other,China,[],[],[],China,CN,AS,['china'],,['the lower yangzi basin'],,
646,646,https://doi.org/10.7183/0002-7316.79.4.67,American Antiquity,Articles,"labor costs for prehistoric earthwork construction: experimental and archaeological insights from the lower yangzi basin, china",20 January 2017, January 2015,True,Ye Zhao,Communication,China,[],[],[],China,CN,AS,['china'],,['the lower yangzi basin'],,
647,647,https://doi.org/10.7183/0002-7316.79.4.89,American Antiquity,Articles,how animals create human history: relational ecology and the dorset–polar bear connection,20 January 2017, January 2015,True,Matthew w. Betts,First,Canada,[],['Dorset' 'Dorset' 'Dorset' 'Dorset' 'Dorset'],['the eastern Arctic'],Canada,CA,NA,,,,,
648,648,https://doi.org/10.7183/0002-7316.79.4.89,American Antiquity,Articles,how animals create human history: relational ecology and the dorset–polar bear connection,20 January 2017, January 2015,True,Mari Hardenberg,Other,Greenland,[],['Dorset' 'Dorset' 'Dorset' 'Dorset' 'Dorset'],['the eastern Arctic'],Greenland,GL,NA,,,,,
649,649,https://doi.org/10.7183/0002-7316.79.4.89,American Antiquity,Articles,how animals create human history: relational ecology and the dorset–polar bear connection,20 January 2017, January 2015,True,Ian Stirling,Communication,Canada,[],['Dorset' 'Dorset' 'Dorset' 'Dorset' 'Dorset'],['the eastern Arctic'],Canada,CA,NA,,,,,
650,650,https://doi.org/10.7183/0002-7316.79.4.113,American Antiquity,Articles,"early art in north america: clovis and later paleoindian incised artifacts from the gault site, texas (41bl323)",20 January 2017, January 2015,True,Ashley K. Lemke,First,United States of America,[],['Texas'],['North America'],United States,US,NA,['texas'],,['north america'],,
651,651,https://doi.org/10.7183/0002-7316.79.4.113,American Antiquity,Articles,"early art in north america: clovis and later paleoindian incised artifacts from the gault site, texas (41bl323)",20 January 2017, January 2015,True,D. Clark Wernecke,Other,United States of America,[],['Texas'],['North America'],United States,US,NA,['texas'],,['north america'],,
652,652,https://doi.org/10.7183/0002-7316.79.4.113,American Antiquity,Articles,"early art in north america: clovis and later paleoindian incised artifacts from the gault site, texas (41bl323)",20 January 2017, January 2015,True,Michael B. Collins,Communication,United States of America,[],['Texas'],['North America'],United States,US,NA,['texas'],,['north america'],,
654,654,https://doi.org/10.7183/0002-7316.79.4.596,American Antiquity,Articles,"context, provenance and technology of a western stemmed tradition artifact cache from the cooper’s ferry site, idaho",20 January 2017, October 2014,True,Loren G. Davis,First,United States of America,[],['B.P.'],['North America' 'Salmon River'],United States,US,NA,['idaho'],,,['cooper'],
655,655,https://doi.org/10.7183/0002-7316.79.4.596,American Antiquity,Articles,"context, provenance and technology of a western stemmed tradition artifact cache from the cooper’s ferry site, idaho",20 January 2017, October 2014,True,Alex J. Nyers,Other,United States of America,[],['B.P.'],['North America' 'Salmon River'],United States,US,NA,['idaho'],,,['cooper'],
656,656,https://doi.org/10.7183/0002-7316.79.4.596,American Antiquity,Articles,"context, provenance and technology of a western stemmed tradition artifact cache from the cooper’s ferry site, idaho",20 January 2017, October 2014,True,Samuel C. Willis,Communication,United States of America,[],['B.P.'],['North America' 'Salmon River'],United States,US,NA,['idaho'],,,['cooper'],
657,657,https://doi.org/10.7183/0002-7316.79.4.616,American Antiquity,Articles,"a high resolution chronology for steward’s promontory culture collections, promontory point, utah",20 January 2017, October 2014,True,John W. Ives,First,Canada,['662' '826'],['Fremont'],[],Canada,CA,NA,['utah'],,,,
658,658,https://doi.org/10.7183/0002-7316.79.4.616,American Antiquity,Articles,"a high resolution chronology for steward’s promontory culture collections, promontory point, utah",20 January 2017, October 2014,True,Duane G. Froese,Other,Canada,['662' '826'],['Fremont'],[],Canada,CA,NA,['utah'],,,,
659,659,https://doi.org/10.7183/0002-7316.79.4.616,American Antiquity,Articles,"a high resolution chronology for steward’s promontory culture collections, promontory point, utah",20 January 2017, October 2014,True,Joel C. Janetski,Other,United States of America,['662' '826'],['Fremont'],[],United States,US,NA,['utah'],,,,
660,660,https://doi.org/10.7183/0002-7316.79.4.616,American Antiquity,Articles,"a high resolution chronology for steward’s promontory culture collections, promontory point, utah",20 January 2017, October 2014,True,Fiona Brock,Other,United Kingdom,['662' '826'],['Fremont'],[],United Kingdom,GB,EU,['utah'],,,,
661,661,https://doi.org/10.7183/0002-7316.79.4.616,American Antiquity,Articles,"a high resolution chronology for steward’s promontory culture collections, promontory point, utah",20 January 2017, October 2014,True,Christopher Bronk Ramsey,Communication,United Kingdom,['662' '826'],['Fremont'],[],United Kingdom,GB,EU,['utah'],,,,
662,662,https://doi.org/10.7183/0002-7316.79.4.638,American Antiquity,Articles,seasons of change: using seasonal morphological changes in brodiaea corms to determine season of harvest from archaeobotanical remains,20 January 2017, October 2014,False,Kristina M. Gill,First,United States of America,[],['California' 'Santa Cruz Island' 'California'],['North America'],United States,US,NA,,,,,
663,663,https://doi.org/10.7183/0002-7316.79.4.655,American Antiquity,Articles,"caddoan archaeology on the high plains: a conceptual nexus of bison, lodges, maize, and rock art",20 January 2017, October 2014,True,Thomas N. Huffman,First,South Africa,[],['Pueblo' 'Colorado' 'Upper'],['Northern Caddoan' 'West Unit' 'East'],South Africa,ZA,AF,,,,,
664,664,https://doi.org/10.7183/0002-7316.79.4.655,American Antiquity,Articles,"caddoan archaeology on the high plains: a conceptual nexus of bison, lodges, maize, and rock art",20 January 2017, October 2014,True,Frank Lee Earley,Communication,United States of America,[],['Pueblo' 'Colorado' 'Upper'],['Northern Caddoan' 'West Unit' 'East'],United States,US,NA,,,,,
665,665,https://doi.org/10.7183/0002-7316.79.4.679,American Antiquity,Articles,gifts of the ancestors: secondary lithic recycling in appalachian summit prehistory,20 January 2017, October 2014,False,Thomas R. Whyte,First,United States of America,['United States'],['North Carolina' 'United States'],[],United States,US,NA,,,['appalachian summit'],,
666,666,https://doi.org/10.7183/0002-7316.79.4.697,American Antiquity,Articles,sclerochronological measures of seasonality at a late woodland mound on the mississippi gulf coast,20 January 2017, October 2014,True,John H. Blitz,First,United States of America,[],['U.S.'],['Mississippi'],United States,US,NA,,,['the mississippi gulf coast'],,
667,667,https://doi.org/10.7183/0002-7316.79.4.697,American Antiquity,Articles,sclerochronological measures of seasonality at a late woodland mound on the mississippi gulf coast,20 January 2017, October 2014,True,C. Fred T. Andrus,Other,United States of America,[],['U.S.'],['Mississippi'],United States,US,NA,,,['the mississippi gulf coast'],,
668,668,https://doi.org/10.7183/0002-7316.79.4.697,American Antiquity,Articles,sclerochronological measures of seasonality at a late woodland mound on the mississippi gulf coast,20 January 2017, October 2014,True,Lauren E. Downs,Communication,United States of America,[],['U.S.'],['Mississippi'],United States,US,NA,,,['the mississippi gulf coast'],,
669,669,https://doi.org/10.7183/0002-7316.79.4.712,American Antiquity,Articles,shellfish collection and community connections in eighteenth-century native new england,20 January 2017, October 2014,True,Ryan Hunter,First,United States of America,[],['Connecticut'],['New England' 'Native New England' 'New England'],United States,US,NA,['new england'],,,,
670,670,https://doi.org/10.7183/0002-7316.79.4.712,American Antiquity,Articles,shellfish collection and community connections in eighteenth-century native new england,20 January 2017, October 2014,True,Stephen W. Silliman,Other,United States of America,[],['Connecticut'],['New England' 'Native New England' 'New England'],United States,US,NA,['new england'],,,,
671,671,https://doi.org/10.7183/0002-7316.79.4.712,American Antiquity,Articles,shellfish collection and community connections in eighteenth-century native new england,20 January 2017, October 2014,True,David B. Landon,Communication,United States of America,[],['Connecticut'],['New England' 'Native New England' 'New England'],United States,US,NA,['new england'],,,,
672,672,https://doi.org/10.7183/0002-7316.79.4.730,American Antiquity,Articles,native american consumption of shell and glass beads at mission santa clara de asís,20 January 2017, October 2014,False,Lee M. Panich,First,United States of America,[],['California' 'Santa Clara'],[],United States,US,NA,,['native american'],,,
673,673,https://doi.org/10.7183/0002-7316.79.4.749,American Antiquity,Articles,citizen science in archaeology,20 January 2017, October 2014,False,Monica L. Smith,First,United States of America,[],[],[],United States,US,NA,,,,,
675,675,https://doi.org/10.7183/0002-7316.79.3.401,American Antiquity,Research Article,"reconstructing early neolithic social and economic organization through spatial analysis at ayn abu nukhayla, southern jordan",20 January 2017, July 2014,True,Donald O. Henry,First,United States of America,[],[],[],United States,US,NA,"['ayn abu nukhayla', 'jordan']",,,,
676,676,https://doi.org/10.7183/0002-7316.79.3.401,American Antiquity,Research Article,"reconstructing early neolithic social and economic organization through spatial analysis at ayn abu nukhayla, southern jordan",20 January 2017, July 2014,True,Seiji Kadowaki,Other,Japan,[],[],[],Japan,JP,AS,"['ayn abu nukhayla', 'jordan']",,,,
677,677,https://doi.org/10.7183/0002-7316.79.3.401,American Antiquity,Research Article,"reconstructing early neolithic social and economic organization through spatial analysis at ayn abu nukhayla, southern jordan",20 January 2017, July 2014,True,Sean M. Bergin,Communication,United States of America,[],[],[],United States,US,NA,"['ayn abu nukhayla', 'jordan']",,,,
678,678,https://doi.org/10.7183/0002-7316.79.3.425,American Antiquity,Research Article,cherokee towns and calumet ceremonialism in eastern north america,20 January 2017, July 2014,False,Christopher B. Rodning,First,United States of America,[],['North Carolina'],"['the Great Plains' 'Coweeta Creek' 'the Mississippi River Valley'
 'Midwest']",United States,US,NA,,"['cherokee', 'calumet']",['eastern north america'],,
679,679,https://doi.org/10.7183/0002-7316.79.3.444,American Antiquity,Research Article,the better angels of their nature: declining violence through time among prehispanic farmers of the pueblo southwest,20 January 2017, July 2014,True,Timothy A. Kohler,First,United States of America,[],[],['Southwest'],United States,US,NA,,['prehispanic'],['the pueblo southwest'],,
